o_apple_key,o_opendb_key,o_flag,apple_id,apple_Artist,apple_Track,apple_Album,apple_Track_Explicitness,apple_Album_Year,apple_Duration,opendb_id,opendb_Artist,opendb_Track,opendb_Album,opendb_Track_Explicitness,opendb_Album_Year,opendb_Duration
A3442,B43385,False,A3442,Talking Heads,Road to Nowhere,The Best of Talking Heads (Remastered),notExplicit,1985,259027,B43385,Mount Carmel,Bridge To Nowhere,Get Pure,notExplicit,2014,99000
A9361,B43401,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B43401,Ray Conniff,Winter Wonderland,RAY CONNIFF All Time Christmas Favourites,notExplicit,2018,157000
A9361,B43532,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B43532,Paul Brooks,Winter Wonderland,Hooked On Christmas,notExplicit,1987,67000
A9361,B43648,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B43648,Chantal Kreviazuk,Winter Wonderland,"Christmas Is a Way of Life, My Dear",notExplicit,2019,162000
A9361,B43662,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B43662,Warren Wolf,Winter Wonderland,Christmas Vibes,notExplicit,2020,205000
A9361,B43776,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B43776,Foster & Allen,Winter Wonderland,The Foster & Allen Christmas Album,notExplicit,2004,132000
A1703,B43821,False,A1703,Pentatonix,Sleigh Ride,That's Christmas To Me,notExplicit,2014,136918,B43821,Soft Instrumental Christmas Music,Sleigh Ride Sling,Christmas Jazz 2021,notExplicit,2021,77000
A671,B43917,False,A671,"Daveed Diggs, Leslie Odom, Jr., Okieriete Onaodowan & Original Broadway Cast of ""Hamilton""",What'd I Miss,Hamilton: An American Musical (Original Broadway Cast Recording),notExplicit,2015,236701,B43917,Gilbert O'Sullivan,What's In a Kiss?,Love… Gilbert (The Best Of),notExplicit,2022,155000
A9361,B43939,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B43939,The Trammps,Winter Wonderland,Tramp Around Christmas - [The Dave Cash Collection],notExplicit,2011,164000
A9361,B43985,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B43985,The Fizz,Winter Wonderland,Christmas With The Fizz!,notExplicit,2018,175000
A9361,B44035,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B44035,Shin Giwon Piano,Winter Wonderland,Happy Christmas Jazz Instrumental Collection,notExplicit,2019,214000
A7239,B44147,False,A7239,Mariah Carey,Vision of Love,Greatest Hits,notExplicit,1990,209733,B44147,Lestat,Vision of Sorrows,Vision of Sorrows,notExplicit,1994,302000
A5433,B44151,False,A5433,Céline Dion,I Drove All Night,One Heart,notExplicit,2003,240600,B44151,Sonata Arctica,I Have A Right,Acoustic Adventures - Volume Two,notExplicit,2022,280000
A9361,B44368,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B44368,Christmas Hits,Winter Wonderland,Xmas Made in USA (50 Essential American Christmas Songs and Carols from the USA),notExplicit,2013,163000
A9361,B44471,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B44471,Irwin The Disco Duck,Winter Wonderland,Christmas and New Year's Party,notExplicit,2019,173000
A9361,B44487,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B44487,Christmas Songs,Winter Wonderland,Jazzy Jingle Bells: Christmas Lounge 2023,notExplicit,2023,83000
A3772,B44499,False,A3772,Pantera,Cowboys from Hell,The Best of Pantera: Far Beyond the Great Southern Cowboys' Vulgar Hits! (Remastered),notExplicit,1990,246680,B44499,Halloween Music,Screams from Hell,"Halloween Bloody Sky: Cursed Halloween Music, Eerie Ambience",notExplicit,2023,207000
A9361,B44522,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B44522,Frank Sinatra,Winter Wonderland,Merry Christmas and A Happy New Year,notExplicit,2023,81000
A9361,B44550,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B44550,Blake Shelton,Winter Wonderland,"Cheers, It's Christmas (Super Deluxe)",notExplicit,2022,138000
A9361,B44567,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B44567,"Harry Connick, Jr.",Winter Wonderland,What A Night! A Christmas Album,notExplicit,2008,230000
A3670,B44626,False,A3670,Destiny's Child,Lose My Breath,Destiny Fulfilled,notExplicit,2004,242013,B44626,Ali Bakgor,Holding My Breath,Holding My Breath,notExplicit,2021,180000
A9361,B44672,False,A9361,Brittany Murphy,Boogie Wonderland,Happy Feet (Music from the Motion Picture),notExplicit,2006,307173,B44672,Brenda Lee,Winter Wonderland,Retro Christmas Songs,notExplicit,2011,103000
A7304,B44755,False,A7304,LINKIN PARK,Shadow of the Day,Minutes to Midnight,notExplicit,2007,289634,B44755,Code 13,Shadow Of Fear,Discography: 1994-2000,notExplicit,2006,105000
A2987,B44763,False,A2987,"Pieter Schoeman, London Philharmonic Orchestra & David Parry",Thaïs: Meditation,The 50 Greatest Pieces of Classical Music,notExplicit,2009,301093,B44763,Shamanic Drumming World / Native American Music Consort,Indian Meditation,"Shamanic Meditation Journey: Native American Drums and Flute, Spiritual Healing",notExplicit,2017,228000
A7304,B44791,False,A7304,LINKIN PARK,Shadow of the Day,Minutes to Midnight,notExplicit,2007,289634,B44791,Emmanuel Jal,Shadow of Death,Warchild,notExplicit,2008,194000
A9885,B23968,False,A9885,Lindsey Stirling,Elements (Orchestral Version),Lindsey Stirling (Deluxe),notExplicit,2012,248099,B23968,Hooverphonic,Danger Zone (Orchestra Version),Collected,notExplicit,2013,192000
A3462,B24049,False,A3462,Brandy,Put It Down (feat. Chris Brown),Put It Down (feat. Chris Brown),notExplicit,2012,248600,B24049,Big Homie DreCash,Let Me Know (feat. Chris Bandz),Most Slept On,Explicit,2020,166000
A2281,B27040,False,A2281,Soul Asylum,Runaway Train (2022 Remaster),Grave Dancers Union (2022 Remaster),notExplicit,1992,266573,B27040,Jürgen Drews,Here I Am Again (2022 Remaster),J.D. Drews (2022 Remaster),notExplicit,1980,241000
A6200,B27698,False,A6200,Trans-Siberian Orchestra,First Snow (Instrumental),Christmas Eve and Other Stories,notExplicit,1996,232667,B27698,GroupMusic,I Will Trust You (Instrumental),"Sing 'em Again: Holy Land VBS Songs for Families, Vol. 6",notExplicit,2019,151000
A123,B30876,False,A123,Journey,Open Arms (2024 Remaster),Greatest Hits (2024 Remaster),notExplicit,1981,199113,B30876,Clannad,Sunset Dreams (2004 - Remaster),Banba (2004 - Remaster),notExplicit,1993,252000
A6566,B32395,False,A6566,Eric Prydz,Call on Me (Radio Edit),Call on Me - EP,notExplicit,2004,169373,B32395,Terminal Choice,Castles in the Sky (Radio Edit),Collective Suicide,notExplicit,2002,237000
A156,B34410,False,A156,Jason Derulo,Wiggle (feat. Snoop Dogg),Talk Dirty,notExplicit,2013,193296,B34410,Doggyland,In The Potty (feat. Snoop Dogg),Pawsitive Vibes,notExplicit,2023,115000
A5946,B35036,False,A5946,The Spinners,Could It Be I'm Falling In Love,The Very Best of the Spinners,notExplicit,1972,249733,B35036,Patty Loveless,Timber I'm Falling In Love,20th Century Masters: The Millennium Collection: Best Of Patty Loveless,notExplicit,2000,152000
A4550,B40161,False,A4550,Post Malone,Spoil My Night (feat. Swae Lee),beerbongs & bentleys,explicit,2018,194553,B40161,Tabernacle Choir at Temple Square,Silent Night (feat. Sissel),Spirit of the Season (feat. Sissel),notExplicit,2007,335000
A5763,B41718,False,A5763,The Notorious B.I.G.,One More Chance (2005 Remaster),Ready to Die (The Remaster),explicit,1994,283027,B41718,Grant & Forsyth,Buy Me A Rose (2007 Remaster),Alle 40 Goed,notExplicit,2010,217000
A1642,B44328,False,A1642,Cage the Elephant,Come a Little Closer,Melophobia,notExplicit,2013,229347,B44328,Los Pacaminos,Come a Little Bit Closer (Live),Viva (Live),notExplicit,2018,206000
A5763,B54863,False,A5763,The Notorious B.I.G.,One More Chance (2005 Remaster),Ready to Die (The Remaster),explicit,1994,283027,B54863,Tokyo Ska Paradise Orchestra,Memory Band (2020 Remaster),TOKYO SKA TREASURES ～BEST OF TOKYO SKA PARADISE ORCHESTRA～,notExplicit,2020,234000
A6279,B57156,False,A6279,DHT,Listen to Your Heart,"Best of i-Hits (Dance), Vol. 1",notExplicit,2004,230360,B57156,Sexy Chillout Music Cafe & Ministry of Relaxation Music,Listen to Your Heart and Wishes,"Slow Motion Sex Music: Super Smoothness Chill Out Vibes, Soulful Love Making, Erotic Trance, Romantic Sex Music, Sexy Chillout & Tantric Vibes, BGM for Sex 2023, Summer Love Making Music",Explicit,2023,226000
A2281,B58937,False,A2281,Soul Asylum,Runaway Train (2022 Remaster),Grave Dancers Union (2022 Remaster),notExplicit,1992,266573,B58937,Chris Christodoulou,Aurora Borealis (2023 Remaster),Risk of Rain Returns,notExplicit,2023,233000
A9885,B59562,False,A9885,Lindsey Stirling,Elements (Orchestral Version),Lindsey Stirling (Deluxe),notExplicit,2012,248099,B59562,Hooverphonic,Jackie Cane (Orchestra Version),Collected,notExplicit,2013,232000
A3694,B65639,False,A3694,David Bowie,Heroes (Single Version),Best of Bowie,notExplicit,1975,217360,B65639,The Ferris Wheel,Number One Guy (Single Version),Can't Break the Habit (Expanded Edition),notExplicit,1967,121000
A6566,B70181,False,A6566,Eric Prydz,Call on Me (Radio Edit),Call on Me - EP,notExplicit,2004,169373,B70181,J-sol,Bullet in My Heart (Radio Edit),Bullet in My Heart,notExplicit,2019,226000
A156,B73652,False,A156,Jason Derulo,Wiggle (feat. Snoop Dogg),Talk Dirty,notExplicit,2013,193296,B73652,Cisco Adler,Livin' It Up (feat. Snoop Dogg),Let It Beat,Explicit,2009,184000
A5103,B76032,False,A5103,Empire Cast,What Is Love (feat. V. Bozeman),Original Soundtrack from Season 1 of Empire (Deluxe),notExplicit,2015,173587,B76032,KG Smallz,This Is Love (feat. Cei Bei),Ancestral of House,notExplicit,2022,312000
A4782,B86340,False,A4782,David Bowie,China Girl (Single Version),Best of Bowie,notExplicit,1983,257000,B86340,The Moody Blues,Candle Of Life (Single Version),To Our Children’s Children’s Children (50th Anniversary Edition),notExplicit,1969,195000
A1248,B89398,False,A1248,Lady Gaga,I'll Never Love Again,A Star Is Born Soundtrack,notExplicit,2018,328855,B89398,Ricky Nelson,You'll Never Fall In Love Again,The Very Thought Of You,notExplicit,1964,183000
A1146,B92964,False,A1146,Wiz Khalifa,On My Level (feat. Too $hort),Rolling Papers (Deluxe Version),explicit,2011,272160,B92964,Bobby Brackins,Ghetto Ghetto (feat. Too $hort),Ghetto Ghetto (Acoustic) (feat. Too $hort),Explicit,2022,183000
A1146,B94266,False,A1146,Wiz Khalifa,On My Level (feat. Too $hort),Rolling Papers (Deluxe Version),explicit,2011,272160,B94266,E-40,Ghetto Ghetto (feat. Too $hort),Ghetto Ghetto (Sped Up / Slow Down) (feat. Too $hort),Explicit,2022,183000
A1146,B98285,False,A1146,Wiz Khalifa,On My Level (feat. Too $hort),Rolling Papers (Deluxe Version),explicit,2011,272160,B98285,P-LO,Ghetto Ghetto (feat. Too $hort),Ghetto Ghetto (feat. Too $hort),Explicit,2022,183000
A2342,B71977,False,A2342,Armin van Buuren,This Is What It Feels Like (feat. Trevor Guthrie),Intense (Bonus Track Version),notExplicit,2013,203307,B71977,Armin van Buuren,This Is What It Feels Like (Giuseppe Ottaviani Remix) (feat. Trevor Guthrie),This Is What It Feels Like (Remixes),notExplicit,2013,399000
A6390,B54,False,A6390,Leon Bridges,Smooth Sailin',Coming Home,notExplicit,2015,187440,B54,Andrey Chmut,Smoothability,Smoothability,notExplicit,2023,203000
A1597,B360,False,A1597,Sugar Ray,Every Morning,The Best of Sugar Ray,notExplicit,1999,220200,B360,Franz Scheurer,Sunday Morning,Time Pieces,notExplicit,2023,257000
A7367,B464,False,A7367,Matchbox Twenty,If You're Gone,Mad Season (Deluxe Version),notExplicit,2000,274998,B464,Jon Secada,If You Go,Stage Rio,notExplicit,2010,320000
A3152,B506,False,A3152,Frank Ocean,Pretty Sweet,Blonde,explicit,2016,158478,B506,Akiko Tsuruga,Pretty Please?,Sakura,notExplicit,2012,263000
A2145,B544,False,A2145,Theory of a Deadman,All or Nothing,Scars & Souvenirs,notExplicit,2008,210560,B544,The Sidewalk Doctors,All My Loving,All My Loving/Loving Dub,notExplicit,2018,166000
A9661,B547,False,A9661,Greta Van Fleet,You're the One,Anthem of the Peaceful Army,notExplicit,2018,266936,B547,Euzen,You're On,Sequel,notExplicit,2011,227000
A8846,B624,False,A8846,Theory of a Deadman,Little Smirk,Scars & Souvenirs,notExplicit,2008,211680,B624,Prodigy,Littles (Skit),H.N.I.C,Explicit,2000,80000
A3370,B661,False,A3370,Wiz Khalifa,Let It Go (feat. Akon),O.N.I.F.C. (Deluxe Version),explicit,2012,258941,B661,HB the Grizzly,Let It All Go (feat. Tre LB),Hibernate,Explicit,2021,173000
A3188,B681,False,A3188,Britney Spears & Iggy Azalea,Pretty Girls,Pretty Girls - Single,notExplicit,2015,163952,B681,Hong Won Bin,Pretty Darling,Hong Won Bin 1st Album (Last Card),notExplicit,2015,241000
A1640,B715,False,A1640,Carly Simon,You're So Vain,The Best of Carly Simon,notExplicit,1972,258411,B715,The Studio Group,You're Sixteen,Valentine's Ballads of the 70's,notExplicit,2013,136000
A3292,B730,False,A3292,Spoon,Don't You Evah,Ga Ga Ga Ga Ga (Bonus Track Version),notExplicit,2007,216613,B730,Akinyele,Do You Even,Benny Ill,Explicit,2001,142000
A6172,B735,False,A6172,New Boyz,You're a Jerk,Skinny Jeanz and a Mic (Pre-Teen Squeaky Clean),notExplicit,2009,189053,B735,Harley Poe,You're a Witch,7 Inches of Hell,Explicit,2021,173000
A3176,B763,False,A3176,Adele,My Little Love,30,notExplicit,2021,389107,B763,Roy Orbison,I Like Love,"Only the Lonely (Sun, RCA. Monument Singles 1956 - 1960)",notExplicit,2012,152000
A1640,B774,False,A1640,Carly Simon,You're So Vain,The Best of Carly Simon,notExplicit,1972,258411,B774,Johnny Cymbal,You're Sixteen,The Essential Johnny Cymbal,notExplicit,2013,117000
A3584,B795,False,A3584,The Jimi Hendrix Experience,Little Wing,Experience Hendrix: The Best of Jimi Hendrix,notExplicit,1967,145560,B795,The Cedar Walton Trio,Little Darlin',Blues For Myself (Piano Solo),notExplicit,2008,325000
A9131,B831,False,A9131,NEEDTOBREATHE,Rise Again,Rivers In the Wasteland,notExplicit,2014,199626,B831,The Ongoing Concept,Prisoner Again,Again,notExplicit,2023,239000
A4258,B903,False,A4258,USHER,On the Side,COMING HOME,explicit,2024,183876,B903,Life Sounds Nature,By the Seaside,50 Soothing Zen Tracks,notExplicit,2020,230000
A2963,B959,False,A2963,Dire Straits,Walk of Life,Private Investigations: The Best of Dire Straits & Mark Knopfler,notExplicit,1985,248640,B959,Calvary Youth,Breath of Life,This Is Calvary Youth.,notExplicit,2018,435000
A388,B971,False,A388,Prince & The Revolution,Purple Rain,Purple Rain,notExplicit,1984,520787,B971,United States Marine Band,Purple Pageant,"Not Sousa: Great Marches Not By John Philip Sousa, Volume 1",notExplicit,2006,202000
A9862,B1063,False,A9862,Cliff Martinez,On the Beach,Drive (Original Motion Picture Soundtrack),notExplicit,2011,395427,B1063,Ruby Turner,On the Defence,Responsible,notExplicit,2011,243000
A6044,B1086,False,A6044,Pistol Annies,Family Feud,Hell On Heels,notExplicit,2011,155960,B1086,Theodore Shapiro,Family Reunion,Trumbo (Original Motion Picture Soundtrack),notExplicit,2015,120000
A1597,B1134,False,A1597,Sugar Ray,Every Morning,The Best of Sugar Ray,notExplicit,1999,220200,B1134,Smooth Jazz Family Collective,Sunday Morning,Smooth RnB: Moody Instrumental Jazz Music and R&B Mix,notExplicit,2022,285000
A9862,B1149,False,A9862,Cliff Martinez,On the Beach,Drive (Original Motion Picture Soundtrack),notExplicit,2011,395427,B1149,Rebel Son,On the Warpath,Unreconstructed,Explicit,2006,180000
A4287,B1193,False,A4287,Alan Jackson,Little Bitty,34 Number Ones,notExplicit,1996,158080,B1193,Amii Ozaki,Little Fantasy,Early Ami Ozaki,notExplicit,1989,302000
A8235,B1267,False,A8235,The Psychedelic Furs,Pretty In Pink,Greatest Hits,notExplicit,1981,238773,B1267,French Cafe 24 x 7,Pretty in Red,"French Cafe Collection, Vol. 13",notExplicit,2018,236000
A1187,B1402,False,A1187,The Goo Goo Dolls,Better Days,Better Days - Single,notExplicit,2005,215600,B1402,New York Jazz Lounge,Better One Day,Jazz Illumination,notExplicit,2016,233000
A345,B1437,False,A345,One Direction,Little Things,Take Me Home (Yearbook Edition),notExplicit,2012,219640,B1437,Oscar Peterson,Little Tin Box,The Jazz Collection Volume Two,notExplicit,2013,253000
A8235,B1477,False,A8235,The Psychedelic Furs,Pretty In Pink,Greatest Hits,notExplicit,1981,238773,B1477,BROODS,Pretty Thing,Broods,notExplicit,2013,197000
A6740,B1553,False,A6740,Pink Floyd,On the Run,The Dark Side of the Moon,notExplicit,1973,216107,B1553,Roberta Alexander,On the counter,"Charles Ives, Songs",notExplicit,2014,82000
A4351,B1653,False,A4351,Brad Paisley,Little Moments,Mud On the Tires,notExplicit,2003,219229,B1653,Chuck Berry,Little Queenie,The Very Best of Chuck Berry,notExplicit,2009,160000
A5190,B1679,False,A5190,John Williams,Hedwig's Theme,Harry Potter and the Sorcerer's Stone (Original Motion Picture Soundtrack),notExplicit,2001,309083,B1679,Junkie XL,Adam's Theme,Paranoia (Original Motion Picture Soundtrack),notExplicit,2013,240000
A1640,B1703,False,A1640,Carly Simon,You're So Vain,The Best of Carly Simon,notExplicit,1972,258411,B1703,John D. Loudermilk,You're Lookin',Sings A Bizarre Collection of Most Unusual Songs,notExplicit,2016,161000
A4258,B1742,False,A4258,USHER,On the Side,COMING HOME,explicit,2024,183876,B1742,Music for Reading,By the Seaside,Spiritual Melodies | Guided Meditation,notExplicit,2020,230000
A9661,B1790,False,A9661,Greta Van Fleet,You're the One,Anthem of the Peaceful Army,notExplicit,2018,266936,B1790,Ennio Morricone,You're Free,Hundra (Original Motion Picture Soundtrack),notExplicit,1984,90000
A5254,B1927,False,A5254,The Script,If You See Kay,The Script (Deluxe),notExplicit,2008,192333,B1927,Richard Romance & His Orchestra,If You Go Away,"Instrumental Love Collection, Vol. 1",notExplicit,2008,189000
A8131,B1931,False,A8131,Christina Perri,I Believe,Head or Heart,notExplicit,2014,280547,B1931,Sister Rosetta Tharpe,If You Believe,Sister Rosetta Tharpe,notExplicit,1960,106000
A1597,B2005,False,A1597,Sugar Ray,Every Morning,The Best of Sugar Ray,notExplicit,1999,220200,B2005,Rich Hardesty,Sunday Morning,Jones'n,notExplicit,1992,269000
A4154,B2044,False,A4154,Beyoncé,Dance For You,4 (Expanded Edition),notExplicit,2011,375716,B2044,Tank,Better For You,Better For You,Explicit,2015,226000
A3152,B2101,False,A3152,Frank Ocean,Pretty Sweet,Blonde,explicit,2016,158478,B2101,Hannah Trager,Pretty Perfect,Sharing Way Too Much,notExplicit,2021,162000
A4438,B2271,False,A4438,System Of A Down,Lonely Day,Hypnotize,notExplicit,2005,167907,B2271,Bulb,Lonely Gravity,Lonely Gravity / Default Settings,notExplicit,2012,369000
A7033,B2314,False,A7033,America,Lonely People,America's Greatest Hits: History,notExplicit,1974,150227,B2314,JAYTEKZ,Lonely Requiem,Dead Weight,Explicit,2021,99000
A2243,B2376,False,A2243,Lady Gaga,La Vie En Rose,A Star Is Born Soundtrack,notExplicit,2018,179767,B2376,Wynonna Judd,Ramble On Rose,Recollections,notExplicit,2020,338000
A1441,B2416,False,A1441,Green Day,American Idiot,American Idiot (Deluxe Edition),explicit,2004,174320,B2416,Erik Truffaz,African Mist,El Tiempo de la Revolucion,notExplicit,2012,456000
A1852,B2452,False,A1852,Panic! At the Disco,Golden Days,Death of a Bachelor,notExplicit,2016,254324,B2452,Beyond the Black,Golden Pariahs,Hørizøns,notExplicit,2020,216000
A1597,B9264,False,A1597,Sugar Ray,Every Morning,The Best of Sugar Ray,notExplicit,1999,220200,B9264,Chilled Jazz Masters,Sunday Morning,Slow Jazz Session (Relaxing Jazz Chilling),notExplicit,2020,283000
A3584,B9290,False,A3584,The Jimi Hendrix Experience,Little Wing,Experience Hendrix: The Best of Jimi Hendrix,notExplicit,1967,145560,B9290,Sha Na Na,Little Darlin',Rock & Roll Is Here to Stay,notExplicit,2015,115000
A6754,B9329,False,A6754,Bethel Music & Kari Jobe,Forever (Live),You Make Me Brave (Live),notExplicit,2014,684680,B9329,León Larregui,Zombies (Live),Metrópolis (Live),notExplicit,2017,225000
A1597,B9348,False,A1597,Sugar Ray,Every Morning,The Best of Sugar Ray,notExplicit,1999,220200,B9348,Old School Players,Sunday Morning,"Hits of the 60s, Vol. 3",notExplicit,2017,172000
A2348,B9535,False,A2348,Pretty Ricky,On the Hotline,Late Night Special (Deluxe Version),cleaned,2006,239333,B9535,Spa,On the Horizon,Ayurveda: Wellness Recordings,notExplicit,2021,287000
A1187,B9637,False,A1187,The Goo Goo Dolls,Better Days,Better Days - Single,notExplicit,2005,215600,B9637,Hxrman,Better Do Less,Can You Not,Explicit,2020,127000
A1597,B9692,False,A1597,Sugar Ray,Every Morning,The Best of Sugar Ray,notExplicit,1999,220200,B9692,Brian Kennedy,Sunday Morning,The Essential Collection,notExplicit,2016,225000
A4971,B9699,False,A4971,Foo Fighters,In the Clear,Sonic Highways,notExplicit,2014,243843,B9699,Max Steiner,In the Library,Max Steiner - Gone with the Wind Original Sountrack - The Gold Red We Records Edition,notExplicit,2015,153000
A8397,B9761,False,A8397,Bethel Music & Jenn Johnson,Heaven Come,Have It All (Live),notExplicit,2016,503609,B9761,Impaler,Heaven'S Force,One Nation Under Ground,notExplicit,1996,152000
A8131,B9996,False,A8131,Christina Perri,I Believe,Head or Heart,notExplicit,2014,280547,B9996,Frankie Laine,If You Believe,"Music around the World by Johnnie Ray and Friends, Vol. 1",notExplicit,2023,185000
A5741,B10055,False,A5741,Morgan Wallen,Me On Whiskey,Dangerous: The Double Album,notExplicit,2021,210373,B10055,Lynyrd Skynyrd,Poison Whiskey,Pronounced' Leh-'Nerd 'Skin-'Nerd,notExplicit,1973,194000
A2893,B10127,False,A2893,Passion Pit,Little Secrets,Manners (Bonus Track Version),notExplicit,2009,238967,B10127,Koji Kikkawa,Little Heaven,Cloudy Heart,notExplicit,2014,263000
A8235,B10135,False,A8235,The Psychedelic Furs,Pretty In Pink,Greatest Hits,notExplicit,1981,238773,B10135,Canned Heat,Pretty Thing,Vintage,notExplicit,1970,114000
A1597,B10173,False,A1597,Sugar Ray,Every Morning,The Best of Sugar Ray,notExplicit,1999,220200,B10173,Rain Spa,Sunday Morning,21 Sounds of Nature: Rainforest Downpours & Thunder,notExplicit,2018,103000
A2145,B10203,False,A2145,Theory of a Deadman,All or Nothing,Scars & Souvenirs,notExplicit,2008,210560,B10203,Karaoke/Tribute - The Beatles,All My Loving,The Beatles Tribute Project: Volume I,notExplicit,2007,128000
A4351,B10460,False,A4351,Brad Paisley,Little Moments,Mud On the Tires,notExplicit,2003,219229,B10460,Little Caesar,Little Queenie,Little Caesar,notExplicit,1990,358000
A2052,B10507,False,A2052,Mat Kearney,Closer to Love,City of Black & White (Deluxe Version),notExplicit,2009,217573,B10507,Integrity's Hosanna! Music,Closer (Live),Above All (Live),notExplicit,2008,227000
A8235,B10587,False,A8235,The Psychedelic Furs,Pretty In Pink,Greatest Hits,notExplicit,1981,238773,B10587,Bo Diddley,Pretty Thing,Bo Diddley,notExplicit,2020,168000
A941,B10601,False,A941,Fleetwood Mac,Little Lies,Greatest Hits,notExplicit,1987,218040,B10601,George Kulokahai and His Island Serenaders,Little Lani Jo,The Music Of Hawaii,notExplicit,1995,179000
A4056,B10675,False,A4056,Lil Uzi Vert,Money Longer,Lil Uzi Vert Vs. The World,explicit,2016,198944,B10675,Dave & Ansel Collins,Monkey Spanner,Double Barrel (Expanded Version),notExplicit,1971,152000
A796,B10692,False,A796,Post Malone,Better Now,beerbongs & bentleys,explicit,2018,231261,B10692,Big Mouthers,Better Go Slow,Wishes,notExplicit,2018,221000
A6044,B10724,False,A6044,Pistol Annies,Family Feud,Hell On Heels,notExplicit,2011,155960,B10724,Caleb Daugherty,Family Reunion,Family Reunion,notExplicit,2021,208000
A4549,B10801,False,A4549,SZA,The Weekend,Ctrl,explicit,2017,272194,B10801,Jimmy Page,Lonely Weekend,Playin' Up a Storm,notExplicit,2011,146000
A453,B10862,False,A453,Band of Horses,The Funeral,Everything All the Time,notExplicit,2006,322173,B10862,Cy Curnin,Forest Funeral,Cinema for the Blind - EP,notExplicit,2012,169000
A8262,B10892,False,A8262,Jason Derulo,Breathing,Future History,notExplicit,2011,234053,B10892,DJ Galfin,Breathing Wind,Sunday Morning,notExplicit,2023,244000
A7989,B11046,False,A7989,The Countdown Kids,Little Bo Peep,30 Toddler Songs (for ages 2+),notExplicit,1998,93413,B11046,Great 3,Little J Plus,Great 3 Singles 1994 - 2002,notExplicit,2002,292000
A1231,B11072,False,A1231,Marketa Irglová & Glen Hansard,If You Want Me,Once (Music from the Motion Picture),notExplicit,2007,228717,B11072,Rove Ranger,If You Say So,Rave Memories,notExplicit,2020,339000
A5561,B11112,False,A5561,Junior Senior,Move Your Feet,D-D-Don't Don't Stop the Beat,notExplicit,2002,180907,B11112,Fury in the Slaughterhouse,Do You Feel,Home Inside,notExplicit,2000,249000
A7026,B11317,False,A7026,Journey,Stone in Love,The Essential Journey,notExplicit,1978,265733,B11317,The Jokerr,Second in Line,The Jokerr's Legacy: Cave of Bones,notExplicit,2020,219000
A8262,B11379,False,A8262,Jason Derulo,Breathing,Future History,notExplicit,2011,234053,B11379,The Sound Providers,Breath Testing,Looking Backwards: 2001-1998,notExplicit,2006,179000
A2513,B11518,False,A2513,Rob Thomas,Lonely No More,Best-sellers - Top Songs,notExplicit,2005,226640,B11518,Blue Yonder,Lonely Hour,Rough and Ready Heart,notExplicit,2018,191000
A1472,B11547,False,A1472,Lizzo,Good as Hell,Coconut Oil - EP,notExplicit,2016,159736,B11547,Strike Master,Strong as Hell,Death Based Illusions,Explicit,2020,260000
A6390,B11692,False,A6390,Leon Bridges,Smooth Sailin',Coming Home,notExplicit,2015,187440,B11692,New Street Adventure,Smooth Talker,Stubborn Sons,notExplicit,2017,271000
A8069,B11693,False,A8069,3OH!3,We Are Young,Streets of Gold (Deluxe Version),notExplicit,2010,198653,B11693,THE OFFICIAL,We Are Falling,You'll Never See The Last Of Us,notExplicit,2023,238000
A8397,B11775,False,A8397,Bethel Music & Jenn Johnson,Heaven Come,Have It All (Live),notExplicit,2016,503609,B11775,Vick Allen,Heavenly Choir,Untouchable,notExplicit,2019,302000
A6044,B12006,False,A6044,Pistol Annies,Family Feud,Hell On Heels,notExplicit,2011,155960,B12006,Thomas Howe,Family Forever,Cinematic Piano,notExplicit,2015,142000
A1597,B12055,False,A1597,Sugar Ray,Every Morning,The Best of Sugar Ray,notExplicit,1999,220200,B12055,DJ SALWK,Sunday Morning,Sunday Morning,notExplicit,2023,209000
